step,consensus,stability,entropy,truth_hashes_count
77,0.15706037870378758,0.1492073597685982,0.7355919853170636,1
78,0.20545861418854686,0.1951856834791195,0.9405397228400475,1
79,0.3772169719610138,0.3583561233629631,0.5827375844447316,1
80,0.25034840067503544,0.23783098064128366,0.814739775303919,1
81,0.34789042922597363,0.3304959077646749,0.6202953814668845,1
82,0.7448467283636974,0.7076043919455125,0.38138211720323895,1
83,0.5404013542068364,0.5133812864964946,0.37897546581972247,1
84,0.12796533166968171,0.12156706508619762,0.9091390697302992,1
85,0.05306146352974854,0.05040839035326111,0.7696288022973304,1
86,0.9553800946804563,0.9076110899464334,0.06191565352704859,1
87,0.47085087017735083,0.44730832666848325,0.5473298234006557,1
88,0.32068187595799313,0.30464778216009347,0.9592291789940938,1
89,0.8023986330326286,0.7622787013809972,0.23551810778771273,2
90,0.39860236967968604,0.37867225119570175,0.825856549787204,2
91,0.6565574186324031,0.6237295477007829,0.4984579313997842,2
92,0.4353547498658799,0.4135870123725859,0.4258545910034055,2
93,0.5249534594520573,0.4987057864794544,0.41651207373011906,2
94,0.3881988497471905,0.36878890725983093,0.828985543463185,2
95,0.8128192460581278,0.7721782837552214,0.19507560301552074,2
96,0.6361497013717372,0.6043422163031503,0.4500410137704996,2
97,0.8238373812093855,0.7826455121489162,0.24569388051501823,2
98,0.9272754468081168,0.8809116744677109,0.15043117414489762,2
99,0.53560981716597,0.5088293263076715,0.4773710956973383,2
100,0.5775162577329924,0.5486404448463428,0.32823236962632146,2
101,0.9267397125841608,0.8804027269549527,0.11746816185646819,2
102,0.007259135052845251,0.006896178300202988,1.0,2
103,0.04751143930090658,0.04513586733586125,0.7974809155456116,2
104,0.5671946863056778,0.5388349519903939,0.3061617879932315,2
105,0.12760523541892815,0.12122497364798174,0.8914825308425004,2
106,0.21528132518880294,0.2045172589293628,0.9340045189737589,2
107,0.7762524736143726,0.7374398499336539,0.20101978477053023,2
108,0.8380995173676888,0.7961945414993044,0.27539419733343584,2
109,0.13439191253753058,0.12767231691065403,0.7414493184167039,2
110,0.5311054589886443,0.504550186039212,0.42973844485709145,2
111,0.24635849409575417,0.23404056939096646,0.6714020299106341,2
112,0.8558823775932012,0.8130882587135411,0.11809131903253696,2
113,0.6180280270544967,0.5871266257017718,0.5293547336536225,2
114,0.3253300778703827,0.30906357397686357,0.8506983546669085,2
115,0.674700006300808,0.6409650059857676,0.4941354534108556,2
116,0.8108389841755508,0.7702970349667732,0.2488711853956412,2
117,0.5457540195294818,0.5184663185530076,0.2924170611271502,2
118,0.2413162504056404,0.22925043788535837,0.6365269774740735,2
119,0.34632045617514456,0.3290044333663873,0.9243962547457696,2
120,0.7635674719442755,0.7253890983470618,0.3382826365655978,2
121,0.5103877313890436,0.4848683448195914,0.6331460214762225,2
122,0.6977083455942747,0.662822928314561,0.22537741883726412,2
123,0.7723741443529697,0.7337554371353212,0.32903012334843385,2
124,0.6495445634141956,0.6170673352434858,0.4864992538873539,2
125,0.556423200794754,0.5286020407550163,0.4394914323387469,2
126,0.1746634357382334,0.1659302639513217,1.0,2
127,0.43479859144787686,0.413058661875483,0.6665500254915322,2
128,0.08017014510567723,0.07616163785039336,0.7755573626188794,2
129,0.594644274305202,0.5649120605899418,0.5298560746027624,2
130,0.5410025392025732,0.5139524122424446,0.6628011810863907,2
131,0.5305844184765398,0.5040551975527128,0.3170973174934495,2
132,0.4362835111130174,0.4144693355573665,0.7504631152381591,2
133,0.29622283106457425,0.28141168951134554,0.5832929794546501,2
134,0.3883366600812644,0.36891982707720117,0.3826169850179918,2
135,0.7051733177817258,0.6699146518926394,0.34928842296501583,2
136,0.48368993476390004,0.45950543802570504,0.3712052604490352,2
137,0.03772552855528487,0.03583925212752062,0.9860632349554518,2
138,0.36110527517483615,0.3430500114160943,0.4517324334564734,2
139,0.45655838415905964,0.4337304649511066,0.6222653280375433,2
140,0.772544892403627,0.7339176477834456,0.2618559080291873,2
141,0.593560612144586,0.5638825815373567,0.5054558904633565,2
142,0.5268175631749806,0.5004766850162315,0.594251816152976,2
143,0.1429388531856622,0.1357919105263791,1.0,2
144,0.42454736335164905,0.4033199951840666,0.5448402204137496,2
145,0.338271244888514,0.3213576826440883,0.45573189562303007,2
146,0.949702982328233,0.9022178332118214,0.09020812185559839,2
147,0.1282947943613234,0.12188005464325723,0.8451542163683671,2
148,0.13670006610497507,0.12986506279972632,0.5724970705989308,2
149,0.600558562308927,0.5705306341934806,0.5733677856433023,2
150,0.9057935513024385,0.8605038737373166,0.16421724690262707,2
151,0.8200361750909371,0.7790343663363902,0.2496674468358921,2
152,0.9318274919099195,0.8852361173144235,0.07323082487227685,2
153,0.3123794549278657,0.2967604821814724,0.700261415015326,2
154,0.6013447076922527,0.57127747230764,0.5840590162372388,2
155,0.689170424273449,0.6547119030597766,0.43114536404814724,2
156,0.5443560665063788,0.5171382631810598,0.6609232717850672,2
157,0.36573833512480936,0.34745141836856885,0.5062711920253562,2
158,0.1562529801668859,0.1484403311585416,0.6747100459786598,2
159,0.9397250071869401,0.8927387568275931,0.11462991891111626,2
160,0.06554464918785437,0.062267416728461644,1.0,2
161,0.07684448255059019,0.07300225842306068,0.7595325836099562,2
162,0.13415316117572884,0.1274455031169424,1.0,2
163,0.5969050623995403,0.5670598092795633,0.31649842827783836,2
164,0.7503036420983321,0.7127884599934154,0.3267229550506485,2
165,0.6050563654231755,0.5748035471520168,0.27605027157845163,2
166,0.7500590171946165,0.7125560663348857,0.3335435179812896,2
167,0.003949720780150028,0.003752234741142527,1.0,2
168,0.5600021116434134,0.5320020060612427,0.5534368266873348,2
169,0.7100652652310893,0.6745620019695348,0.4339590835252752,2
170,0.47243659025922013,0.4488147607462591,0.6779863420578981,2
171,0.23720256185680702,0.22534243376396665,0.8127362457501808,2
172,0.16701012371801793,0.15865961753211702,0.7604967277423655,2
173,0.07037593435752457,0.06685713763964833,1.0,2
174,0.2594565405998144,0.24648371356982365,0.5648347048968152,2
175,0.8807244636617744,0.8366882404786856,0.13911096276921364,2
176,0.195101910656126,0.18534681512331969,1.0,2
177,0.7893294291740901,0.7498629577153856,0.19631039413473608,2
178,0.422187524524765,0.4010781482985267,0.7933753254789703,2
179,0.6058033796132609,0.5755132106325979,0.2577730394143484,2
180,0.5278769964449439,0.5014831466226967,0.43341038896901024,2
181,0.5367754972536983,0.5099367223910134,0.6756689274387307,2
182,0.6599441331021739,0.6269469264470652,0.4395015429660871,2
183,0.48092184740139865,0.4568757550313287,0.7377249397262026,2
184,0.30257402379676923,0.28744532260693073,0.862373366191889,2
185,0.4644131192920179,0.44119246332741696,0.623230593388552,2
186,0.6195492466870817,0.5885717843527276,0.4233933888377865,2
187,0.5327588875662616,0.5061209431879484,0.5461922537543067,2
188,0.19549377129605688,0.18571908273125404,0.9305531811697471,2
189,0.28952441424501907,0.2750481935327681,0.4722067357629309,2
190,0.03884895896900149,0.03690651102055142,1.0,2
191,0.7456660129881583,0.7083827123387503,0.27938165752638044,2
192,0.7223743795808876,0.6862556606018432,0.4130742298154662,2
193,0.36395738960360957,0.3457595201234291,0.7820634680044165,2
194,0.3951746141483832,0.375415883440964,0.5575289910665204,2
195,0.4460429107320447,0.42374076519544246,0.7047476956672918,2
196,0.7742245742601599,0.7355133455471519,0.1796637676472482,2
197,0.1899698752821149,0.18047138151800915,1.0,2
198,0.7285356295267529,0.6921088480504152,0.20924458577229785,2
199,0.5570308803252595,0.5291793363089965,0.30874204821279855,2
200,0.1241614389048832,0.11795336695963902,0.8948199425243479,2
201,0.28717354320358857,0.2728148660434091,0.8900545554854469,2
202,0.5729575860487098,0.5443097067462743,0.6354074737601564,2
203,0.8138727713571908,0.7731791327893313,0.29460409994007614,2
204,0.7064593427248141,0.6711363755885734,0.4551604521398724,2
205,0.5797886343926775,0.5507992026730436,0.563441447900256,2
206,0.4588823547032085,0.43593823696804807,0.6091068436234846,2
207,0.5065191804096153,0.4811932213891345,0.44083607325013713,2
208,0.2846538800751751,0.27042118607141635,0.657861911458072,2
209,0.5639039496145802,0.5357087521338512,0.6376113253676987,2
210,0.4080434166652142,0.3876412458319535,0.6457229364809077,2
211,0.532529871306429,0.5059033777411076,0.4400948102928335,2
212,0.008276719655654078,0.007862883672871374,0.772977749566909,2
213,0.49943285982430485,0.4744612168330896,0.6507320517481148,2
214,0.3751530362752103,0.35639538446144975,0.4688845855324209,2
215,0.8357226706312574,0.7939365370996945,0.22723936417796295,2
216,0.41943341888456676,0.3984617479403384,0.475313044072966,2
217,0.080553925656601,0.07652622937377095,0.9281358420931233,2
218,0.12916932830082328,0.12271086188578212,1.0,2
219,0.14887843723937144,0.14143451537740287,0.9719169152646919,2
220,0.14850287911666363,0.14107773516083044,0.9763163401043911,2
221,0.6736971145946021,0.640012258864872,0.23276943144063372,2
222,0.7118572921373539,0.6762644275304862,0.3565890562171657,2
223,0.41266845899402016,0.3920350360443191,0.7985217003669701,2
224,0.8820014935760018,0.8379014188972016,0.20609851022811138,2
225,0.7064690221867216,0.6711455710773855,0.3309883604539388,2
226,0.8284076862727981,0.7869873019591582,0.2413512286182952,2
227,0.6561120345518515,0.6233064328242589,0.3234561043614709,2
228,0.39767654893372967,0.3777927214870432,0.695823043477173,2
229,0.48798027609848893,0.46358126229356444,0.5796787551216422,2
230,0.06583832342729146,0.06254640725592688,1.0,2
231,0.4995698303132489,0.47459133879758647,0.6347576142119923,2
232,0.21591486135468263,0.20511911828694848,0.8596303777417332,2
233,0.055503207563498164,0.05272804718532325,1.0,2
234,0.8381368380919819,0.7962299961873828,0.2378277347222858,2
235,0.5878328153098927,0.5584411745443981,0.4027741578870869,2
236,0.13281857852349435,0.12617764959731964,0.8716656138273028,2
237,0.5471215790095632,0.519765500059085,0.665925941628661,2
238,0.08726675431742469,0.08290341660155345,0.8185726766827439,2
239,0.3274857508220215,0.31111146328092043,0.48610078960521075,2
240,0.7887893057179536,0.7493498404320559,0.1980738541059642,2
241,0.41598989228093736,0.39519039766689046,0.8393122022246653,2
242,0.13116057564140196,0.12460254685933185,0.8024417847588718,2
243,0.9032410344779842,0.858078982754085,0.09773030004392143,2
244,0.8451629709128335,0.8029048223671919,0.22749187784438604,2
245,0.4638149068640906,0.44062416152088607,0.7140285333790883,2
246,0.7011763338826504,0.6661175171885179,0.42302360955115353,2
247,0.34542004409141064,0.3281490418868401,0.9055546848314572,2
248,0.19030556106125676,0.1807902830081939,0.8135830740399137,2
249,0.10922157873389943,0.10376049979720445,0.7316668838515605,2
250,0.5644352094081165,0.5362134489377107,0.6090218925729483,2
251,0.40195259762433727,0.3818549677431204,0.7579057019555757,2
252,0.2103458143490763,0.19982852363162246,0.6999305956660172,2
253,0.7241968149669167,0.6879869742185708,0.2242562899587819,2
254,0.1395149869232092,0.13253923757704875,1.0,2
255,0.7097213300735934,0.6742352635699137,0.2968900853891641,2
256,0.29925897624894876,0.2842960274365013,0.8894983123140239,2
257,0.5064423410129764,0.4811202239623275,0.4505196156854958,2
258,0.22614681577713028,0.21483947498827374,0.7227470181600474,2
259,0.991060688113514,0.9415076537078383,0.06966449782452805,2
260,0.3940164569144332,0.37431563406871154,0.4804018446314692,2
261,0.35163218022569603,0.33405057121441123,0.6102882924323837,2
262,0.034139910074921564,0.03243291457117548,1.0,2
263,0.9222932897637468,0.8761786252755595,0.07553069184218725,2
264,0.42311973294860317,0.401963746301173,0.6695890881937941,2
265,0.7093524370545267,0.6738848152018003,0.4460929012136037,2
266,0.2781582189436238,0.2642503079964426,0.7113963234063417,2
267,0.3418663454387315,0.32477302816679493,0.5161095865741029,2
268,0.1223146277353363,0.11619889634856947,0.9141495779894412,2
269,0.5846990590833642,0.555464106129196,0.39564632024554675,2
270,0.4722558941169968,0.44864309941114694,0.651923521329302,2
271,0.7849076547250877,0.7456622719888333,0.27785268363237015,2
272,0.22479294016997461,0.21355329316147587,0.9599845631954912,2
273,0.26779665836879324,0.2544068254503536,1.0,2
274,0.1569878390870597,0.14913844713270671,0.9618062974079794,2
275,0.06829341666214105,0.064878745829034,0.6372288362574714,2
276,0.5475925921445104,0.5202129625372849,0.41243824743370355,2
277,0.5883339025278103,0.5589172074014197,0.351408489405961,2
278,0.7615334149702983,0.7234567442217833,0.180410871239868,2
279,0.522617474713764,0.49648660097807573,0.4075538224232617,2
280,0.29333639364657654,0.2786695739642477,0.9657460690184605,2
281,0.7178700404254068,0.6819765384041364,0.3786772614409501,2
282,0.4978521261692998,0.4729595198608348,0.4513451159111699,2
283,0.7499978583632221,0.7124979654450609,0.3028375035524374,2
284,0.5702828570102713,0.5417687141597577,0.4100839428713032,2
285,0.14561092731310205,0.13833038094744693,1.0,2
286,0.03445449377213079,0.03273176908352425,1.0,2
287,0.2011297415121769,0.19107325443656806,0.6351999829607791,2
288,0.8988093671870142,0.8538688988276635,0.18816592195175974,2
289,0.9087967653937971,0.8633569271241072,0.12656400405512255,3
290,0.8924188084534442,0.847797868030772,0.14269201766549475,4
291,0.18483002062928222,0.1755885195978181,0.9783128372844363,4
292,0.2149351308092857,0.20418837426882142,0.6517683000404284,4
293,0.3178341127214024,0.30194240708533227,0.5166319612823532,4
294,0.7865481473374898,0.7472207399706152,0.2257599511480035,4
295,0.31330251553753125,0.2976373897606547,0.6089888327412502,4
296,0.872247981084221,0.8286355820300099,0.13999883862595128,4
297,0.5736933013465725,0.5450086362792438,0.43677476635654916,4
298,0.5320529025023993,0.5054502573772793,0.4438519393762941,4
299,0.22048243283589353,0.20945831119409883,1.0,4
300,0.4149128512263185,0.39416720866500254,0.3985033767271521,4
301,0.8062115395526632,0.76590096257503,0.2272800491081422,4
302,0.68319234632081,0.6490327290047695,0.36332007124560955,4
303,0.29158201381163695,0.27700291312105507,0.9428015428059414,4
304,0.3405524813627981,0.3235248572946582,0.9212424277174684,4
305,0.2425395802111881,0.23041260120062868,0.9376778887078038,4
306,0.5303492155400704,0.5038317547630669,0.6345314092036061,4
307,0.7842874271689815,0.7450730558105324,0.25709417679317076,4
308,0.18648196992723845,0.17715787143087652,0.6086453273116956,4
309,0.830506951032053,0.7889816034804503,0.26049917335901707,4
310,0.4764866028375053,0.45266227269563003,0.508001267951907,4
311,0.6644462163167714,0.6312239055009328,0.29981007740573085,4
312,0.5814863722287423,0.5524120536173052,0.3197784639087613,4
313,0.22391758564552136,0.21272170636324528,1.0,4
314,0.31359640867230326,0.2979165882386881,0.8263127905366655,4
315,0.6129441927441615,0.5822969831069533,0.40538984290690094,4
316,0.8628156010608518,0.8196748210078091,0.15129701493266834,4
317,0.9506808172915551,0.9031467764269773,0.09861520141597209,4
318,0.4942596434602238,0.46954666128721256,0.6131971696362629,4
319,0.04691130887517894,0.044565743431419995,0.8100704321964313,4
320,0.7360277416967129,0.6992263546118772,0.33517058598546345,4
321,0.10830214247748948,0.102887035353615,1.0,4
322,0.342604453571116,0.3254742308925602,0.907009980191941,4
323,0.7639949965022507,0.7257952466771381,0.19709677608312196,4
324,0.5623540081860655,0.5342363077767622,0.6264352743860728,4
325,0.6482575862586262,0.6158447069456948,0.34356395518840316,4
326,0.06350622411253282,0.060330912906906176,1.0,4
327,0.6794425881340338,0.6454704587273321,0.37874146861829955,4
328,0.011588202191058388,0.011008792081505469,1.0,4
329,0.5638032516798305,0.5356130890958389,0.6264757841961003,4
330,0.23081823952509664,0.2192773275488418,0.8030334757796086,4
331,0.22675398225436275,0.2154162831416446,0.7987078262996893,4
332,0.49719171605118767,0.47233213024862825,0.5178184653516813,4
333,0.8661662533465687,0.8228579406792402,0.18910160650995714,4
334,0.19142811427260162,0.18185670855897154,0.8847746149692168,4
335,0.3544945683734132,0.3367698399547425,0.5272927288439342,4
336,0.46768626548069436,0.44430195220665963,0.4596510178790415,4
337,0.7911141406654886,0.7515584336322141,0.3474169521427781,4
338,0.09142379151231547,0.08685260193669969,1.0,4
339,0.6984404059218848,0.6635183856257906,0.40710907587336137,4
340,0.1590154512188219,0.1510646786578808,1.0,4
341,0.5107822986862773,0.48524318375196346,0.330446859782031,4
342,0.4011857570735847,0.38112646921990545,0.4825136431836961,4
343,0.6175873571448761,0.5867079892876322,0.36673977834109406,4
344,0.8402465910930241,0.7982342615383728,0.12453602630575336,4
345,0.16672575994767222,0.1583894719502886,0.9484171165172264,4
346,0.5586460352237556,0.5307137334625678,0.6086407110624422,4
347,0.12463783261118162,0.11840594098062254,0.6475422019586718,4
348,0.5362687828499739,0.5094553437074752,0.3417998376228608,4
349,0.6906557932827851,0.6561230036186458,0.3575160255256747,4
350,0.16210015555372181,0.1539951477760357,0.8748161870690926,4
351,0.8032594494948442,0.763096477020102,0.2766107061201487,4
352,0.7268648024584536,0.690521562335531,0.30154122298530256,4
353,0.7794665343035321,0.7404932075883555,0.2511628995563546,4
354,0.5048881590493739,0.47964375109690516,0.533245652907284,4
355,0.3259230470644287,0.30962689471120725,0.5584797406310488,4
356,0.627563408230125,0.5961852378186188,0.3275406327943179,4
357,0.8029611158264822,0.762813060035158,0.19616072900972747,4
358,0.6848365792011707,0.6505947502411121,0.48066979608237215,4
359,0.46693125241409345,0.4435846897933888,0.5805981968814188,4
360,0.4804582102153287,0.45643529970456226,0.3723689233646417,4
361,0.6056843913953026,0.5754001718255375,0.5667136679959444,4
362,0.9619706505897749,0.9138721180602861,0.058601103901660866,4
363,0.21867407576798756,0.20774037197958817,0.6307613873711682,4
364,0.046575882579247455,0.04424708845028508,1.0,4
365,0.5628860485730799,0.5347417461444258,0.6111669376117265,4
366,0.9172193132366878,0.8713583475748534,0.09134336147070524,4
367,0.34347936872282353,0.3263054002866823,0.8426932187042984,4
368,0.8053839279885092,0.7651147315890837,0.29845841672740947,4
369,0.4610463079729707,0.43799399257432214,0.4877492349169266,4
370,0.33682731380164066,0.3199859481115586,0.6682859059669868,4
371,0.10122670475623292,0.09616536951842128,1.0,4
372,0.11037946114165965,0.10486048808457667,1.0,4
373,0.9395579738088535,0.8925800751184109,0.09385340507198403,4
374,0.6506333815890032,0.618101712509553,0.45323114407053217,4
375,0.41613141723622227,0.3953248463744111,0.4593500396802855,4
376,0.4459660204090203,0.42366771938856923,0.5657414270221808,4
377,0.8184446613383553,0.7775224282714375,0.1648714522774717,4
378,0.7704743298878461,0.7319506133934538,0.2889605309166103,4
379,0.044839108201836474,0.04259715279174465,0.6753996650717587,4
380,0.5673281726235607,0.5389617639923827,0.491793672977932,4
381,0.583230401189626,0.5540688811301446,0.33742986778444434,4
382,0.23953134712711233,0.2275547797707567,0.5333671772793893,4
383,0.28142462672710256,0.26735339539074743,0.914717411375692,4
384,0.39265053098254155,0.37301800443341443,0.5075989397161694,4
385,0.27877600023093296,0.2648372002193863,0.7689841282953902,4
386,0.4819685590502137,0.45787013109770297,0.3346889370302051,4
387,0.3201044541392091,0.30409923143224865,0.7493384133889636,4
388,0.07846086478722326,0.0745378215478621,1.0,4
389,0.15165389563038134,0.14407120084886227,0.6418354988061679,4
390,0.33659428178731254,0.3197645676979469,0.6539899912446796,4
391,0.12102548070587249,0.11497420667057887,0.5857705836693401,4
392,0.7516874053740173,0.7141030351053165,0.17876378686065092,4
393,0.21696305460701681,0.20611490187666595,1.0,4
394,0.6732579808487319,0.6395950818062953,0.32407241211262566,4
395,0.3819395066984914,0.3628425313635668,0.8492750941813024,4
396,0.37652688513003196,0.35770054087353037,0.8478318184081766,4
397,0.7967994297111928,0.7569594582256332,0.2583437301676719,4
398,0.4823046975540878,0.4581894626763834,0.7268658211022349,4
399,0.06376640791440082,0.060578087518680775,1.0,4
400,0.6939983052632624,0.6592983900000993,0.24345584602265072,4
401,0.43211338428941654,0.4105077150749457,0.44536921482375447,4
402,0.6223172968488402,0.5912014320063982,0.4798212980670107,4
403,0.167431396001823,0.15905982620173184,1.0,4
404,0.5952666387081132,0.5655033067727075,0.436087043997944,4
405,0.8345562617791698,0.7928284486902112,0.16067058122657957,4
406,0.2656495400055311,0.2523670630052545,0.48544130746249653,4
407,0.2240878118625582,0.21288342126943027,0.9128495755541539,4
408,0.6799043870256472,0.6459091676743648,0.3611444279587156,4
409,0.286686861928129,0.2723525188317225,0.995703681061461,4
410,0.21270867611315936,0.20207324230750137,0.6397798674031495,4
411,0.37040465855646726,0.35188442562864386,0.48583197052120175,4
412,0.6392877760963854,0.6073233872915661,0.4734664534721018,4
413,0.024337176967073753,0.023120318118720066,0.744040926020925,4
414,0.2033527030016627,0.19318506785157954,0.8374321769508121,4
415,0.13634064869369641,0.1295236162590116,0.8618808221807606,4
416,0.48758902820088956,0.46320957679084507,0.7241100187458533,4
417,0.9667760710514887,0.9184372674989142,0.04934679124657891,4
418,0.5116592330313315,0.48607627137976495,0.5227207560139684,4
419,0.5190860259051238,0.49313172460986754,0.3438110200033833,4
420,0.8636780163032466,0.8204941154880843,0.2197146947344417,4
421,0.3959280246121398,0.3761316233815328,0.45604210058333744,4
422,0.012597152171273125,0.011967294562709467,1.0,4
423,0.5864106755264118,0.5570901417500912,0.4714100245375215,4
424,0.3092980267242416,0.2938331253880295,0.5357583845848432,4
425,0.11964473736440706,0.1136625004961867,0.9152003486167428,4
426,0.6421395195884355,0.6100325436090137,0.4691444112314578,4
427,0.604537178774989,0.5743103198362396,0.3859809882941737,4
428,0.5927649267263516,0.563126680390034,0.31589578787395567,4
429,0.07524792693722482,0.07148553059036357,0.5949876425578314,4
430,0.4164000850087651,0.3955800807583268,0.6072302514030863,4
431,0.36535716640965404,0.3470893080891713,0.4794713297287097,4
432,0.11511953276076929,0.10936355612273083,0.611549061226002,4
433,0.46709621434108267,0.44374140362402853,0.5097502373511672,4
434,0.11150986156294088,0.10593436848479383,0.8992736343805021,4
435,0.6947428448012898,0.6600057025612253,0.27808722601134217,4
436,0.6886010560833368,0.6541710032791699,0.2187081081298332,4
437,0.4445503677266726,0.422322849340339,0.7577753032024679,4
438,0.3336257173731506,0.3169444315044931,0.5363697737427664,4
439,0.8693605009398045,0.8258924758928143,0.16948449149433742,4
440,0.578408913381345,0.5494884677122778,0.5137593960000363,4
441,0.2224587133337302,0.2113357776670437,0.8743456327074632,4
442,0.09579794772793485,0.0910080503415381,0.6134632013873581,4
443,0.8095949651312412,0.7691152168746791,0.17103268641760547,4
444,0.5307531081420618,0.5042154527349587,0.6589343363956048,4
445,0.39964354077327613,0.3796613637346123,0.8440159973381572,4
446,0.30071762708835714,0.2856817457339393,0.5684442150335648,4
447,0.7593885343882206,0.7214191076688096,0.16907336263164613,4
448,0.5984990437181633,0.5685740915322551,0.3273961167741942,4
449,0.34778421679321136,0.33039500595355076,0.9161511261811022,4
450,0.2656173635173915,0.2523364953415219,0.7166509807832224,4
451,0.38867200918176426,0.36923840872267605,0.6328437026453293,4
452,0.6397877273287965,0.6077983409623566,0.34832841228489936,4
453,0.04420137914396431,0.04199131018676609,0.6320323200763588,4
454,0.3580157311307024,0.34011494457416724,0.816311950808466,4
455,0.1689321033195114,0.1604854981535358,0.8681628279715078,4
456,0.5484712170881472,0.5210476562337398,0.48929614560875095,4
457,0.38258407067218314,0.36345486713857394,0.6212115402658723,4
458,0.07660309306143182,0.07277293840836022,0.5990861600023683,4
