step,coherence,ethical,symbolic,entropy
49,0.666498481088038,0.6998234051424398,0.6968816777868528,0.3769835978118113
50,0.709008786639805,0.7444592259717951,0.7398220632572065,0.3115429283024685
51,0.5759673145245873,0.6047656802508166,0.5938336856333525,0.454127170487508
52,0.7332836825965712,0.7699478667263996,0.7624970170065029,0.23091286166233732
53,0.8391223849311598,0.8810785041777176,0.8449607576965088,0.1847052260001149
54,0.7138449237515765,0.7495371699391552,0.7444494317916495,0.27272386388002967
55,0.5612377742053084,0.5892996629155737,0.5759547362449332,0.32485821831233597
56,0.5492198611635759,0.5766808542217546,0.5612161754096947,0.5351857501117372
57,0.7965244651280274,0.8363506883844287,0.8149683408069195,0.19872877731822294
58,0.3720928597779159,0.39069750276681164,0.34535150233199907,0.7911103367000915
59,0.705672346180875,0.7409559634899187,0.736598159945325,0.3059344999440078
60,0.5162916162362364,0.5421061970480482,0.5203532671684341,0.4787226383576315
61,0.5954707076929128,0.6252442430775583,0.6171227569840929,0.38088910506453766
62,0.5138885794322399,0.5395830084038518,0.5173537510781564,0.5382099201821492
63,0.4536495374394667,0.47633201431143996,0.44231985356153186,0.6987083769961361
64,0.8038827860799084,0.8440769253839037,0.820452162652298,0.19930182630332108
65,0.6100161800566547,0.6405169890594873,0.634154360291172,0.49455465097933327
66,0.7908761970358356,0.8304200068876272,0.8106717563423409,0.24276336531678286
67,0.6417329748808086,0.6738196236248489,0.6701060787688768,0.2972364775187316
68,0.5696757672320196,0.5981595555936206,0.5862243957840804,0.3625970187344389
69,0.8267590813986255,0.8680970354685567,0.8366889083221473,0.1526494272485853
70,0.8133995130327834,0.8540694886844223,0.827355166113502,0.15341211609592745
71,0.46994940953997744,0.49344688001697623,0.46250727156141586,0.4677331995360577
72,0.4322104762192182,0.45382100003017906,0.4160651356428278,0.6849237230011525
73,0.4965678988908078,0.5213962938353481,0.4957099788911659,0.3642005853294035
74,0.40567100049947374,0.42595455052444736,0.3842269687358847,0.5036880776377624
75,0.6227384872134616,0.6538754115741345,0.6487826358477136,0.36314098279969037
76,0.5490981127732454,0.5765530184119075,0.5610662655518865,0.5443306298882492
77,0.7386726592865953,0.7756062922509249,0.7673420473944933,0.2562255183314475
78,0.6354900728024956,0.6672645764426203,0.6631694077134952,0.45415346803872575
79,0.2896365090964485,0.30411833455127085,0.25887625241627144,0.563387034584575
80,0.580557146297518,0.6095850036123938,0.599356777652381,0.47504216226582846
81,0.5381050196808198,0.5650102706648606,0.5474877118447382,0.4318657322950441
82,0.8485082083628486,0.8909336187809909,0.8510095374657951,0.12658851676525598
83,0.6914400718436646,0.7260120754358478,0.7225609204012562,0.28858380201216555
84,0.7189544689363456,0.7549021923831628,0.7492793195449547,0.23332695053548233
85,0.3538229028546994,0.3715140479974343,0.3250004437554806,0.6291238096120199
86,0.7343623520793643,0.7710804696833323,0.7634723437900566,0.2071229773852972
87,0.5638272195525031,0.5920185805301282,0.5791136981375394,0.4405895083923226
88,0.5337216891558065,0.5604077736135967,0.5420525333336677,0.4945858598212105
89,0.4579703245967123,0.4808688408265478,0.44765540243331564,0.577595657167312
90,0.8118399163998983,0.852431912219893,0.8262384682054813,0.1455882986398293
91,0.5635808585974001,0.5917599015272701,0.5788134275575159,0.4299993591439411
92,0.41922830891880275,0.4401897243647428,0.40038565852749486,0.5298520712182285
93,0.7752113842520352,0.8139719534646368,0.7983569778701162,0.17211592610922402
94,0.6379118363916719,0.6698074282112554,0.6658688574102412,0.3405084332066124
95,0.7718137078374201,0.8104043932292909,0.7956082692225441,0.1867406532232629
96,0.6227174524392329,0.6538533250611944,0.6487586701624294,0.41838393308721084
97,0.5660002616325269,0.5943002747141531,0.5817596951379225,0.31737250519989446
98,0.650394300753756,0.6829140157914437,0.6796081281412816,0.3169477600642012
99,0.5386836068104573,0.5656177871509801,0.5482043230004028,0.364579615458738
100,0.4822766213910798,0.5063904524606337,0.477860263370193,0.607980164982289
101,0.5344206175386859,0.5611416484156201,0.5429198854856059,0.3391262621014052
102,0.7437441829972482,0.7809313921471105,0.7718383758952927,0.18023760604429448
103,0.7373116493532752,0.7741772318209388,0.7661249443751935,0.31953028805205
104,0.7093627633250535,0.7448309014913062,0.7401625953073411,0.20498795671198522
105,0.7053688900473585,0.7406373345497262,0.7363036695000892,0.3431459895479789
106,0.6630744170360746,0.6962281378878782,0.6932530801368387,0.3205663069642772
107,0.4022661495880059,0.4223794570674061,0.3802071079315038,0.4250084141275591
108,0.6675263021461662,0.7009026172534744,0.697966150428539,0.4063328822305367
109,0.6381287824446698,0.6700352215669031,0.6661101529208258,0.4102219599005349
110,0.560136414678899,0.5881432354128439,0.5746092468499013,0.35105464605290837
111,0.7220720772141765,0.7581756810748852,0.7521962924380867,0.3300925154006949
112,0.700581499207185,0.7356105741675442,0.7316298428676856,0.2625080859657837
113,0.47899005353709295,0.5029395562139475,0.47376169177127403,0.6700228066203427
114,0.6342527975788876,0.6659654374578319,0.6617861294358254,0.3249987244511485
115,0.5368049211925635,0.5636451672521916,0.5458767562641852,0.3877121760616031
116,0.5027975295909789,0.5279374060705277,0.5034968549743516,0.6027776971696968
117,0.5868268322870612,0.6161681739014142,0.6068604346971687,0.39697082684035306
118,0.4497912541090768,0.47228081681453055,0.43756661841597094,0.4442175084323238
119,0.6021565306969027,0.6322643572317477,0.624989928786185,0.39124729283026993
120,0.5679657292897732,0.5963640157542618,0.5841488985087734,0.31964995015811143
121,0.4311367125645418,0.4526935481927688,0.4147613453892321,0.6894771156601534
122,0.6478001490788771,0.6801901565328208,0.6767773081337873,0.4478979026556483
123,0.38621303137368673,0.405523682942371,0.3614826405491699,0.7444333234194648
124,0.6227996194570035,0.6539396004298536,0.6488522817842266,0.41410354917976094
125,0.4936883501379269,0.5183727676448231,0.49211109239031775,0.6210952780566442
126,0.8079408389227964,0.8483378808689361,0.823421719708288,0.18399531167928015
127,0.5725510973968777,0.6011786522667215,0.5897072957196039,0.3997119475669996
128,0.540129620771963,0.5671361018105611,0.5499944085721061,0.3222525960577183
129,0.710426386400766,0.7459477057208043,0.7411840784508672,0.3081578985534398
130,0.6009829792691497,0.631032128232607,0.6236136530071792,0.49074087058372384
131,0.783084164357629,0.8222383725755102,0.8046195418576367,0.2679580891062879
132,0.5961736812036915,0.625982365263876,0.6179529152258885,0.43483520959944166
133,1.0,1.0,0.9241418199787564,0.0107422918471916
134,0.5699364291231261,0.5984332505792823,0.5865404979355966,0.4096871494425875
135,0.7597404767331339,0.7977275005697905,0.785616515338456,0.24383080324081538
136,0.7291494716544972,0.765606945237222,0.7587332975556229,0.3193536334945977
137,0.531888859441559,0.5584833024136368,0.5397768411437338,0.53960184229544
138,0.7923451139115544,0.831962369607132,0.811796454284949,0.23262997642573122
139,0.8058639350533922,0.8461571318060617,0.8219067527796124,0.14139761170342263
140,0.6248105025450198,0.6560510276722706,0.6511396673207209,0.3657811916308775
141,0.7406655606335784,0.7776988386652571,0.7691162521013736,0.33143826128763515
142,0.612267401851107,0.6428807719436622,0.6367618419501527,0.4382374009599639
143,0.5015982821802887,0.526678196289303,0.5019978420930816,0.560555648719674
144,0.7224524051723434,0.7585750254309604,0.7525505824279168,0.3116968658160895
145,0.6793706809992407,0.7133392150492026,0.7103024474209716,0.41010989233940426
146,0.6563425940050064,0.6891597237052566,0.6860491807203148,0.30891012022332837
147,0.6865193244946423,0.7208452907193742,0.7176017868342017,0.30131039309319085
148,0.6903007022745952,0.7248157373883248,0.7214174457598018,0.26047950153474964
149,0.5960646068852334,0.625867837229495,0.6178241517429756,0.5148569682298811
150,0.8247934090363684,0.8660330794881868,0.8353415074348671,0.22762739006710409
151,0.7449498838604451,0.7821973780534672,0.7728982788442766,0.20264907538201557
152,0.7538671730486041,0.7915605317010341,0.780629037796464,0.29314847705826985
153,0.5703212767619129,0.5988373406000085,0.5870070685287965,0.4302043974995007
154,0.646996143199289,0.6793459503592534,0.6758973033837771,0.3905683272551062
155,0.551413970232873,0.5789846687445165,0.5639158603871719,0.42905716618835016
156,0.713354362159806,0.7490220802677962,0.7439825189074688,0.3254224522600094
157,0.5165047640392254,0.5423300022411865,0.5206192546391564,0.5577496836225476
158,0.5876127324057383,0.6169933690260251,0.6077975435735066,0.3202607023521481
159,0.6013474558476642,0.6314148286400474,0.6240413056525748,0.2973192151963712
160,0.7102664478087953,0.745779770199235,0.7410306435729104,0.3684775855658466
161,0.6757784422714685,0.7095673643850419,0.706592607485192,0.33507958643611785
162,0.5905299564629158,0.6200564542860615,0.6112690584222408,0.47711475064609304
163,0.6041230813651491,0.6343292354334065,0.627291657747956,0.3326942961543547
164,0.7957088748021802,0.8354943185422891,0.8143526163191188,0.2195091415737583
165,0.7392938931794784,0.7762585878384521,0.7678961257725536,0.3326532995493925
166,0.5295665328388908,0.5560448594808353,0.5368910043138564,0.5642469525204159
167,0.5625880123585927,0.5907174129765222,0.5776027341657277,0.4162559733945354
168,0.44951898626544773,0.47199493557872,0.4372316185368991,0.6799238417952118
169,0.6436803965670588,0.6758644163954116,0.6722550257788648,0.26038623379476056
170,0.6829208102958798,0.7170668508106737,0.7139413694215386,0.3406183806057659
171,0.6647559609087771,0.6979937589542158,0.6950380981155673,0.23470270128124598
172,0.8105454348223821,0.851072706563501,0.8253072715444698,0.18608079568268066
173,0.725797910375872,0.7620878058946655,0.7556523762709273,0.3389698962626794
174,0.38257919261472684,0.40170815224546313,0.3572995982326521,0.8023128711253756
175,0.5808244679323494,0.6098656913289668,0.5996776923428321,0.3109393272086572
176,0.49451608760778076,0.5192418919881697,0.4931455389548238,0.420147177594988
177,0.6157614306044361,0.6465495021346578,0.6407928860994117,0.39977886120481004
178,0.6792352980375006,0.7131970629393755,0.7101631368843702,0.30802315265148345
179,0.7579354377345685,0.7958322096212967,0.7840925449994208,0.24674860914601832
180,0.5190040459687959,0.5449542482672356,0.5237372001913788,0.33712037749638857
181,0.7607214219514683,0.7987574930490415,0.7864414277827488,0.19706059456814148
182,0.6310773560491143,0.6626312238515699,0.658223332535977,0.2594762934928641
183,0.6478698800821611,0.680263374086269,0.6768535716418657,0.28383035470099965
184,0.5122567710371984,0.5378696095890582,0.5153161705041429,0.5946071743910953
185,0.5677970406967406,0.5961868927315775,0.5839439956876391,0.48106162940712227
186,0.6952073409654912,0.7299677080137656,0.726321104502298,0.2137951824763097
187,0.775575503465342,0.814354278638609,0.7986499038991197,0.19323199669346536
188,0.5863312992134739,0.6156478641741475,0.6062691549465269,0.3687173490507168
189,0.618441580569112,0.6493636595975675,0.6438715806203654,0.3374022840942283
190,0.748351715295878,0.7857693010606718,0.7758699716131179,0.29357490060782754
191,0.71753867240241,0.7534156060225303,0.747947117830378,0.23776822176390244
192,0.4933692024079008,0.5180376625282958,0.4917122621437213,0.468187084565118
193,0.589844907499438,0.6193371528744097,0.6104548449804015,0.37759255903507033
194,0.5714585558283799,0.6000314836197987,0.5883849346203813,0.336338487329988
195,0.6146824852888316,0.6454166095532731,0.6395502013064768,0.35153696917198685
196,0.49019952259939314,0.5147094987293627,0.48775185403980137,0.5205076106350432
197,0.7817944206049856,0.8208841416352347,0.8036037666735567,0.16549105302208317
198,0.5514732528641731,0.5790469155073817,0.5639887513767509,0.5827775031689049
199,0.8344306819948492,0.8761522160945915,0.8418627154669198,0.1676658493108529
200,0.7638590822376449,0.8020520363495269,0.7890644574199801,0.27122919040397253
201,0.7288299848866441,0.7652714841309761,0.7584407551320356,0.22866807511318468
202,0.6006094910973723,0.6306399656522408,0.6231752268353596,0.5151858393207183
203,0.6840536966269637,0.7182563814583117,0.7150968078317371,0.2374905924277552
204,0.6566316481993079,0.6894632306092732,0.6863603876885305,0.43229519439042285
205,0.8752092544076543,0.9189697171280369,0.8671563327002956,0.09483277991899518
206,0.5948862955067304,0.6246306102820669,0.6164320899417363,0.42459694479750204
207,0.8275970513350712,0.8689769039018246,0.8372606044943466,0.1867742230260385
208,0.6813821369693787,0.7154512438178475,0.7123675775638505,0.2521605520425816
209,0.6439046997697215,0.6760999347582075,0.6725020796367518,0.44756906956566017
210,0.7450673969760915,0.7823207668248959,0.7730013956537239,0.2219991463937686
211,0.49620575026170943,0.5210160377747948,0.4952573300701304,0.6328575617148712
212,0.6872154616208102,0.7215762347018505,0.7183066113578697,0.3705040185906138
213,0.5750324127013783,0.6037840333364471,0.5927057235878161,0.4314278188823617
214,0.5927668517738129,0.6224051943625035,0.6139233738275808,0.3835903211017341
215,0.7613918750707502,0.7994614688242876,0.7870039045434016,0.2101026628116863
216,0.4366508684620291,0.4584834118851305,0.4214690601023647,0.7259817159663287
217,0.2574368028554942,0.27030864299826884,0.22920317401718582,0.5725200886512947
218,0.7397802809227211,0.776769294968857,0.768329291836862,0.2825000972765195
219,0.3224727940299363,0.33859643373143306,0.291597908679673,0.8548409617920523
220,0.7729059916589668,0.8115512912419149,0.7964949482985227,0.22216943302443307
221,0.7016185045539735,0.736699429781672,0.7326466869902901,0.3623610519609954
222,0.4968014256705438,0.5216414969540709,0.49600186730533063,0.3536523885109472
223,0.5123685776436807,0.5379870065258646,0.5154557964222902,0.4919855513864163
224,0.6939137948605381,0.7286094846035648,0.7250335768897838,0.2845687288750442
225,0.5059412109347852,0.5312382714815244,0.5074259675896167,0.5917963326512669
226,0.4698798924016903,0.49337388702177476,0.4624208648683086,0.6433310631399373
227,0.6244698777677514,0.6556933716561388,0.6507526916293473,0.4775267619258868
228,0.5924035626775317,0.6220237408114082,0.6134927482653196,0.33851350107814465
229,0.8556467588686092,0.8984290968120395,0.8554786382536488,0.13074574224786992
230,0.875263823605457,0.9190270147857297,0.8671877603803497,0.12479689842754106
231,0.46519876628364987,0.4884587045978323,0.45660788870308555,0.4476292175803041
232,0.5417628993770384,0.5688510443458902,0.5520147593270658,0.45520142929579904
233,0.7549159156749474,0.7926617114586947,0.7815256882285871,0.31115190978872526
234,0.5657409096239429,0.59402795510514,0.5814441400995148,0.40655757460030767
235,0.8293152768938475,0.8707810407385398,0.8384278019832936,0.13883934927830258
236,0.5099305043240396,0.5354270295402416,0.5124105807840122,0.5952265224052191
237,0.5559003875517222,0.5836954069293082,0.569424113118008,0.4645526547767227
238,0.6904868673008685,0.7250112106659118,0.7216044791414391,0.2284473243235642
239,0.7824361063614902,0.8215579116795646,0.8041096429497145,0.18907908983263988
240,0.7101312722258831,0.7456378358371771,0.740900918614711,0.2974513662676964
241,0.6857440690223975,0.7200312724735173,0.7168155991579549,0.37826342716251515
242,0.6009073251646907,0.6309526914229251,0.6235248613261991,0.397739192235556
243,0.5966208616982687,0.626451904783182,0.6184806435801895,0.4254789629430259
244,0.6169368951421397,0.6477837398992465,0.6421445903324079,0.33616388165748484
245,0.6446022936324941,0.6768324083141187,0.673269817863182,0.3244407748241186
246,0.7801486204454825,0.8191560514677565,0.8023017811807391,0.23418693356199358
247,0.5580700427648304,0.5859735449030719,0.5720818689114795,0.46684716443844626
248,0.43802354237702523,0.45992471949587643,0.42314347126386626,0.7102567353016183
249,0.6385097699307852,0.6704352584273244,0.6665336909864974,0.2933392342175958
250,0.7180597914177409,0.7539627809886278,0.7484380129958155,0.34510076970412734
251,0.5478747627743296,0.5752685009130459,0.5595593297741992,0.5645887200247054
252,0.7015837214658109,0.7366629075391014,0.732612619834753,0.38180380442869766
253,0.7979467526964309,0.8378440903312523,0.8160383085738534,0.1447510034796004
254,0.6520051735837533,0.6846054322629409,0.6813593499678173,0.3905225007727486
255,0.6784630214310409,0.7123861725025928,0.709367698266773,0.2684503384746351
256,0.9564756635691894,1.0,0.9074070656309522,0.043867659084465466
257,0.7152929163118883,0.7510575621274825,0.7458243553638892,0.2172392292507809
258,0.5003436997681722,0.5253608847565807,0.5004296246044833,0.4628850658683395
259,0.45727744891831473,0.4801413213642304,0.4467989562485912,0.6045072830353391
260,0.35913764324093617,0.37709452540298294,0.3308569440991176,0.8067379808045153
261,0.6941877542258137,0.7288971419371042,0.7253065752389118,0.34868451481566654
262,0.8729677804726157,0.9166161694962464,0.8658599651977115,0.12671100656802403
263,0.5434751330445088,0.5706488896967341,0.5541309335966145,0.3464486758902006
264,0.5875117277448342,0.6168873141320758,0.6076771497232194,0.3508387586353717
265,0.5214359969141179,0.5475077967598238,0.5267693748387083,0.4655756119083569
266,0.7535022998457291,0.7911774148380155,0.7803164600198047,0.28256615589247225
267,0.6361504236138943,0.6679579447945889,0.6639065416866672,0.34003232935164357
268,0.5859415107332188,0.6152385862698796,0.6058038327857967,0.35787083601026654
269,0.7960005940674084,0.8358006237707787,0.8145730293584583,0.15725522857673196
270,0.5891573063855434,0.6186151717048205,0.6096369784191653,0.3863998520354853
271,0.3500551754916793,0.3675579342662632,0.3208814161128828,0.7407706068269219
272,0.5092954108361489,0.5347601813779563,0.5116171724165881,0.5724105503903614
273,0.4772887265508443,0.5011531628783864,0.4716413754612102,0.39203066887999427
274,0.34308514645933835,0.36023940378230523,0.31333486498823787,0.6905351972840283
275,0.7663629513061795,0.8046810988714883,0.7911406583591879,0.17342298543958803
276,0.7725875313742553,0.811216907942968,0.7962367291203805,0.20146314508168744
277,0.6202494028154778,0.6512618729562516,0.6459415515466993,0.33659935262150914
278,0.7732911362995882,0.8119556931145675,0.7968069119909542,0.18655715031718056
279,0.6964137263777206,0.7312344126966065,0.7275184852321482,0.3617064879146656
280,0.5379284230756209,0.5648248442294019,0.5472689481293196,0.4103077987785755
281,0.6358725911612766,0.6676662207193403,0.6635965009132354,0.35801356477755863
282,0.7228796879479621,0.7590236723453601,0.7529482068912939,0.3101442928200208
283,0.7875827839508114,0.8269619231483518,0.8081314020821885,0.1946489890527778
284,0.40427784978953474,0.42449174227901143,0.3825802297584161,0.4181142505286252
285,0.913843314627444,0.959535480358816,0.8878749926528109,0.10385104915383404
286,0.6509671177389946,0.6835154736259442,0.6802314355654628,0.42146216493235494
287,0.6509465433981093,0.6834938705680147,0.6802090588441705,0.3443713934806976
288,0.9662924192743156,1.0,0.9114494126490451,0.02593638858137057
289,0.5422047581064021,0.5693149960117221,0.5525610424182684,0.3328889199810049
290,0.5106422121800783,0.5361743227890822,0.5132996273072675,0.4261146444079471
291,0.5866143949921812,0.6159451147417901,0.6066069886041577,0.3492328439118265
292,0.5580610812843552,0.5859641353485728,0.5720708998355736,0.49634232840741976
293,0.4863650773792968,0.5106833312482616,0.4829629449169904,0.38182454226490414
294,0.609820347612193,0.6403113649928025,0.6339271622759937,0.29674685933232237
295,0.6573356690852155,0.6902024525394761,0.6871176623256294,0.3871504361499805
296,0.5533799739946831,0.5810489726944171,0.5663316698388542,0.43504358357028333
297,0.3869074545184945,0.4062528272444192,0.36228443460736437,0.645944070498632
298,0.5409267312282886,0.5679730677897029,0.5509806371733835,0.3351539281159786
299,0.5013547442671558,0.5264224814805134,0.50169342385896,0.6418386333209238
300,0.6043845327471289,0.6346037593844852,0.6275972393813545,0.4461213875222979
301,0.4245083190683785,0.44573373502179736,0.4067400449172229,0.677338254150393
302,0.5688156312316287,0.5972564127932101,0.585180814442779,0.41387970921107964
303,0.7851730746088947,0.8244317283393393,0.8062562754110201,0.17975595666752914
304,0.7507797866306166,0.7883187759621473,0.7779740553925756,0.19232900548714174
305,0.5588520713961674,0.5867946749659757,0.5730388174595533,0.5454968342950112
306,0.5779729606283381,0.606871608659755,0.5962501529819028,0.30354847017259845
307,0.6142890082402185,0.6450034586522293,0.6390965439600198,0.3555056280285765
308,0.7753793667983425,0.8141483351382595,0.7984921557542326,0.2841786140385887
309,0.7668942559185848,0.805238968714514,0.7915792750776232,0.16428323668840872
310,0.47984980526986404,0.5038422955333571,0.474833541207534,0.5022428232831512
311,0.7157951467663657,0.7515849041046838,0.7463001015409972,0.36082388626529527
312,0.7224919989594398,0.7586165989074117,0.7525874460041997,0.33662428115255344
313,0.5254050345051219,0.5516752862303779,0.531713661890927,0.49399901497937576
314,0.8496552361500042,0.8921379979575043,0.8517352460439868,0.13665043419644018
315,0.5239623494061495,0.5501604668764569,0.5299171572797475,0.49300817582001355
316,0.787580663126687,0.8269596962830211,0.8081297578544789,0.25927584023764694
317,0.5334163871697912,0.5600872065282807,0.5416735811023367,0.5382847112554375
318,0.8097316276038233,0.8502182089840143,0.8247198407731247,0.22332450751596644
319,0.3279145162417347,0.3443102420538214,0.2972500533562332,0.5442947334641621
320,0.5126284263237455,0.5382598476399327,0.5157802903452156,0.5322155827253978
321,0.5376745593489197,0.5645582873163656,0.5469544357491075,0.5753525566184893
322,0.6095134945113082,0.6399891692368735,0.6335710421241312,0.4744746200783759
323,0.6069636140685689,0.6373117947719973,0.6306061475937209,0.46825861507531563
324,0.6958286135867084,0.7306200442660438,0.7269381492008302,0.23258787240472295
325,0.6043319391563396,0.6345485361141565,0.6275357767267574,0.36073760027590146
326,0.7023571137523742,0.7374749694399928,0.7333694424959376,0.3241124715793814
327,0.7410354906802066,0.7780872652142168,0.7694445429030843,0.31861640807556685
328,0.6454010357072654,0.6776710874926285,0.6741477358904676,0.2662173398346032
329,0.5892459866626676,0.6187082859958009,0.6097424938313415,0.39744377398425484
330,0.6315385290917234,0.6631154555463095,0.6587418829544693,0.39983061560935057
331,0.8866522870390899,0.9309849013910443,0.8736099721800125,0.12597869915206888
332,0.4921630158519625,0.5167711666445605,0.4902050230975287,0.5979553236100772
333,0.6928961827971973,0.7275409919370571,0.7240180611896234,0.24373365026961724
334,0.6132652347018919,0.6439284964369864,0.6379150274342118,0.4049500457959078
335,0.6861914384264026,0.7205010103477226,0.7172694386685368,0.37109826127219336
336,0.6218518674894431,0.6529444608639151,0.6477718284318542,0.3642622465541925
337,0.621988343877124,0.6530877610709801,0.6479275073699855,0.27061519025928854
338,0.6669530728152532,0.7003007264560157,0.6973615971528805,0.30856124341752383
339,0.43525070448622327,0.45701323971053437,0.4197629748898545,0.5638455541953854
340,0.7479346662529984,0.7853313995656482,0.7755071477290141,0.2439592858641911
341,0.850112297073379,0.8926179119270478,0.8520236076883626,0.1854221822161602
342,0.646004067838446,0.6783042712303682,0.6748097358621783,0.42577849260289125
343,0.6089349482934364,0.6393816957081081,0.6328992100956817,0.47636524356722715
344,0.762623192473901,0.8007543520975959,0.7880341020067848,0.2598980324097529
345,0.8273746711501644,0.8687434047076724,0.8371090452982235,0.1597519172740445
346,0.5904466157064302,0.6199689464917516,0.611170037014407,0.4193404214099285
347,0.442962042808218,0.4651101449486288,0.4291818928063688,0.4258960012227065
348,0.6202123139071857,0.6512229296025448,0.6458991390351077,0.35454166295774214
349,0.6683874229101655,0.7018067940556737,0.6988730378016259,0.2732266361792417
350,0.767581706645701,0.805960791977986,0.7921457900916573,0.20740032496047928
351,0.7200928896096439,0.7560975340901259,0.7503471190545848,0.23715801111820844
352,0.7326531775508007,0.7692858364283406,0.7619256370938616,0.3079108356165185
353,0.6959755904478977,0.7307743699702924,0.7270839987264806,0.24702307685651537
354,0.6005737061976987,0.6306023915075835,0.6231332094517694,0.2975598399425529
355,0.6922521689023091,0.7268647773474245,0.7233741761704326,0.348511659885653
356,0.5331211313834201,0.559777187952591,0.5413070527214072,0.486696182471886
357,0.5372205465604413,0.5640815738884633,0.5463918648940971,0.537825944904522
358,0.5721181997737276,0.6007241097624139,0.5891834906870422,0.5029561767536863
359,0.7270864077446197,0.7634407281318506,0.7568399689241612,0.2058274121478826
360,0.4547380892983221,0.4774749937632381,0.4436628536337052,0.5973200898819749
361,0.5771737291901452,0.6060324156496524,0.5952877655687562,0.3129708034271773
362,0.552207266583097,0.5798176299122518,0.5648910283019527,0.4408111110220572
363,0.5427634433407105,0.5699016155077459,0.5532515798280627,0.49269257299796443
364,0.7827533807859361,0.8218910498252329,0.8043594034983412,0.1776653872882059
365,0.7130095885703073,0.7486600679988226,0.743654031338882,0.33484413734631824
366,0.5842664100336263,0.6134797305353076,0.603801953791731,0.511433504408659
367,0.5136064739343424,0.5392867976310595,0.5170015354267956,0.42318905780794
368,0.5075023617641674,0.5328774798523757,0.5093768526889019,0.4790967960999695
369,0.7531175439673293,0.7907734211656957,0.7799865027630792,0.25174645296353704
370,0.5333760520818475,0.5600448546859398,0.5416235120689569,0.4473448877391154
