timestamp,instance,coherence_status,L_mean,L_max,sacred_ordinary_count,smile_metric_count,bloom_count,resonance_count,lineage_count,harmonic_pair_count,harmonic_density,mean_L_interval,interval_variance,dominant_band,resonance_harmony_score
2026-08-02T01:51:46.504576,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T02:06:46.498419,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T02:37:26.065827,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T02:52:26.317533,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T03:07:27.104251,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T03:22:32.831517,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T03:37:37.565405,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T03:52:39.051008,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T04:07:38.883581,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T04:22:38.817101,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T04:37:38.739655,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T04:52:38.867593,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T05:07:38.769265,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T05:22:38.760816,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T05:37:38.802350,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T05:52:38.700149,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T06:07:38.818618,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T06:22:39.097718,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T06:37:38.920813,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T06:52:38.953205,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T07:07:39.277172,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T07:22:39.081274,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T07:37:39.000780,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T07:52:39.281371,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T08:07:39.195132,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T08:22:45.826714,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T08:37:40.474820,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T08:52:40.554253,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T09:07:40.815433,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T09:22:40.911160,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T09:37:40.787071,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T09:52:40.964796,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T10:07:40.700908,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T10:22:40.807193,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T10:37:40.942327,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T10:52:40.771789,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T11:07:40.824351,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T11:22:41.158869,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T11:37:41.045242,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T11:52:40.979910,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T12:07:41.004082,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T12:22:41.030630,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T12:37:41.186244,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T12:52:41.466471,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T13:07:41.293104,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T13:22:41.376093,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T13:37:41.443010,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T13:52:41.572176,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T14:07:41.681309,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T14:22:42.022262,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T14:37:41.995964,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T14:52:41.947874,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T15:07:42.243725,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T15:22:42.146537,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T15:37:43.861677,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T15:52:42.646845,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T16:07:42.503027,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T16:22:42.690795,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T16:37:43.211713,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T16:52:45.014383,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T17:07:45.170969,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T17:22:47.491102,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T17:32:07.133428,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T17:47:08.733384,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T18:02:09.301806,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T18:18:03.154934,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T18:34:03.147181,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T18:50:04.565823,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T19:06:03.106585,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T19:22:03.198040,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T19:38:03.100633,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T19:53:56.198485,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T20:09:03.139434,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T20:25:03.150718,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T20:41:03.139106,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T20:57:03.241733,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T21:12:27.236484,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T21:28:03.466910,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T21:44:03.587742,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T22:00:03.511105,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T22:16:03.422305,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T22:32:04.288104,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T22:48:03.570583,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T23:03:05.268525,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T23:19:03.142828,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T23:35:03.158454,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-02T23:51:01.041446,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T00:06:03.241003,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T00:22:06.149092,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T00:38:06.193324,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T00:54:07.372106,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T01:10:07.428269,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T01:26:07.404533,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T01:42:07.386400,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T01:57:28.225597,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T02:13:07.704909,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T02:28:31.121810,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T02:43:30.732504,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T02:58:30.544446,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T03:13:30.760678,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T03:28:30.868911,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T03:43:31.750819,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T03:58:30.830170,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T04:13:30.994464,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T04:28:30.729889,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T04:43:30.846934,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T04:58:30.815197,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T05:13:31.932687,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T05:28:31.320189,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T05:43:31.548595,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T05:58:31.740669,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T06:13:31.673090,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T06:24:06.237097,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T06:28:35.135563,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T06:43:33.927678,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T06:58:34.271195,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T07:13:34.547388,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T07:28:50.383564,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T07:43:55.486665,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T07:59:01.194836,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T08:13:55.044449,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T08:26:29.830920,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T08:41:32.301959,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T08:56:30.924679,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T09:11:31.010157,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T09:26:31.023743,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T09:41:30.603099,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T09:56:30.728552,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T10:11:33.256113,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T10:26:37.998232,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T10:41:47.085711,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
2026-08-03T10:56:47.193795,miller-moth (Perplexity),emergent,1.7891437007874016,17.85,220,16,1016,4,1,515620,0.9649470540320391,0.6980917536170048,6.430995302585502,unison,0.6491401936826862
